交易号,商品编码,商品名称,品类,数量,交易日期,单价(元)
102037,SKU11569,黄瓜,生鲜蔬果,5,2026-06-11,11.56
102038,SKU67048,牛奶,食品饮料,3,2026-06-17,22.53
102038,SKU68528,面包,食品饮料,1,2026-06-17,48.3
102038,SKU81834,酵母,烘焙用品,5,2026-06-17,65.47
102038,SKU60344,肥牛卷,火锅食材,4,2026-06-17,32.02
102039,SKU85245,蚝油,粮油调味,4,2026-05-13,37.09
102039,SKU36035,辣椒酱,粮油调味,4,2026-05-13,78.0
102039,SKU29385,矿泉水,食品饮料,4,2026-05-13,47.44
102040,SKU73559,面粉,粮油调味,1,2026-03-26,16.96
102040,SKU93731,毛肚,火锅食材,3,2026-03-26,18.92
102040,SKU51054,鸭蛋,肉禽蛋品,4,2026-03-26,21.86
102040,SKU31573,胡萝卜,生鲜蔬果,1,2026-03-26,27.88
102040,SKU11136,沐浴露,日化清洁,1,2026-03-26,49.22
102041,SKU94095,排骨,肉禽蛋品,1,2026-06-21,51.07
102041,SKU88010,胡萝卜,生鲜蔬果,5,2026-06-21,35.88
102041,SKU87004,土豆,生鲜蔬果,1,2026-06-21,23.77
102041,SKU63698,酵母,烘焙用品,4,2026-06-21,37.72
102042,SKU40388,鸭蛋,肉禽蛋品,4,2026-07-01,78.23
102042,SKU36867,牛肉,肉禽蛋品,4,2026-07-01,36.56
102042,SKU79300,糖粉,烘焙用品,5,2026-07-01,36.97
102042,SKU69034,矿泉水,食品饮料,5,2026-07-01,29.96
102043,SKU90225,垃圾袋,日化清洁,1,2026-05-17,64.58
102043,SKU44399,香草精,烘焙用品,5,2026-05-17,22.49
102043,SKU88764,鸭蛋,肉禽蛋品,3,2026-05-17,76.77
102043,SKU67034,酸奶,食品饮料,4,2026-05-17,7.97
102044,SKU46394,洗发水,日化清洁,4,2026-04-28,39.71
102044,SKU30684,丸子,火锅食材,2,2026-04-28,36.77
102044,SKU76530,面包,食品饮料,1,2026-04-28,13.9
102045,SKU74589,拖把,日化清洁,4,2026-05-17,28.57
102045,SKU80499,胡萝卜,生鲜蔬果,5,2026-05-17,70.03
102045,SKU34562,猪肉,肉禽蛋品,2,2026-05-17,12.77
102045,SKU13731,粉丝,火锅食材,5,2026-05-17,6.12
102046,SKU82158,可乐,食品饮料,2,2026-01-11,32.24
102046,SKU52273,沐浴露,日化清洁,3,2026-01-11,24.9
102046,SKU39375,鸭蛋,肉禽蛋品,5,2026-01-11,8.17
102046,SKU34235,糖粉,烘焙用品,3,2026-01-11,26.32
102047,SKU42369,排骨,肉禽蛋品,2,2026-05-14,49.98
102047,SKU63270,胡萝卜,生鲜蔬果,1,2026-05-14,62.66
102047,SKU58740,土豆,生鲜蔬果,3,2026-05-14,21.23
102047,SKU58290,三文鱼,肉禽蛋品,2,2026-05-14,70.51
102048,SKU10012,蔬菜拼盘,火锅食材,1,2026-08-11,48.77
102048,SKU74067,土豆,生鲜蔬果,5,2026-08-11,40.74
102048,SKU76092,蛋糕粉,烘焙用品,3,2026-08-11,51.73
102048,SKU72402,大米,粮油调味,5,2026-08-11,14.27
102048,SKU65695,毛肚,火锅食材,2,2026-08-11,38.81
102048,SKU71454,酱油,粮油调味,2,2026-08-11,6.65
102049,SKU75961,酸奶,食品饮料,5,2026-08-08,79.67
102049,SKU11459,芝士碎,烘焙用品,3,2026-08-08,74.6
102049,SKU48317,拖把,日化清洁,1,2026-08-08,55.83
102049,SKU96738,淡奶油,烘焙用品,3,2026-08-08,79.69
102049,SKU28415,白菜,生鲜蔬果,1,2026-08-08,37.16
102049,SKU89927,羊肉卷,火锅食材,5,2026-08-08,33.78
102050,SKU68804,排骨,肉禽蛋品,4,2026-01-22,30.39
102050,SKU47964,胡萝卜,生鲜蔬果,5,2026-01-22,15.19
102050,SKU53590,土豆,生鲜蔬果,4,2026-01-22,21.3
102050,SKU20277,辣椒酱,粮油调味,5,2026-01-22,26.43
102050,SKU25868,酱油,粮油调味,3,2026-01-22,35.75
102050,SKU51875,虾仁,肉禽蛋品,1,2026-01-22,38.33
102051,SKU97982,面粉,粮油调味,1,2026-04-19,78.63
102051,SKU74860,薯片,食品饮料,5,2026-04-19,26.42
102051,SKU36277,洗衣液,日化清洁,3,2026-04-19,57.81
102051,SKU57784,牛肉,肉禽蛋品,5,2026-04-19,65.09
102051,SKU54398,模具,烘焙用品,2,2026-04-19,60.11
102052,SKU34888,肥皂,日化清洁,1,2026-08-05,29.89
102052,SKU64448,苹果,生鲜蔬果,1,2026-08-05,34.47
102052,SKU26841,模具,烘焙用品,4,2026-08-05,16.99
102053,SKU34007,洗发水,日化清洁,1,2026-09-04,66.75
102053,SKU78248,沐浴露,日化清洁,4,2026-09-04,69.61
102053,SKU84601,牙膏,日化清洁,3,2026-09-04,20.28
102053,SKU24632,香草精,烘焙用品,5,2026-09-04,62.36
102054,SKU65850,猪肉,肉禽蛋品,4,2026-05-24,21.58
102054,SKU79360,蚝油,粮油调味,2,2026-05-24,46.61
102054,SKU14369,火锅底料,火锅食材,3,2026-05-24,43.86
102054,SKU99583,鸡蛋,肉禽蛋品,4,2026-05-24,46.06
102055,SKU65779,粉丝,火锅食材,2,2026-09-07,44.25
102055,SKU16019,排骨,肉禽蛋品,3,2026-09-07,54.34
102055,SKU58679,蛋挞皮,烘焙用品,4,2026-09-07,39.56
102055,SKU68838,糖粉,烘焙用品,3,2026-09-07,46.44
102055,SKU52879,大米,粮油调味,2,2026-09-07,59.6
102056,SKU33440,糖粉,烘焙用品,1,2026-05-04,25.61
102056,SKU79886,丸子,火锅食材,3,2026-05-04,56.01
102056,SKU81843,鸡翅,肉禽蛋品,5,2026-05-04,59.78
102056,SKU80854,纸巾,日化清洁,1,2026-05-04,4.99
102057,SKU48267,排骨,肉禽蛋品,3,2026-06-26,40.3
102057,SKU92481,胡萝卜,生鲜蔬果,3,2026-06-26,63.38
102057,SKU12789,土豆,生鲜蔬果,2,2026-06-26,6.58
102057,SKU24960,料酒,粮油调味,2,2026-06-26,25.19
102058,SKU25327,大米,粮油调味,3,2026-01-26,47.65
102058,SKU78550,食用油,粮油调味,4,2026-01-26,32.18
102058,SKU99198,酱油,粮油调味,1,2026-01-26,35.97
102058,SKU93258,油纸,烘焙用品,1,2026-01-26,9.62
102059,SKU46109,可乐,食品饮料,3,2026-06-21,4.28
102059,SKU56700,薯片,食品饮料,4,2026-06-21,54.09
102059,SKU50879,饼干,食品饮料,1,2026-06-21,6.24
102059,SKU14445,辣椒酱,粮油调味,3,2026-06-21,45.5
102060,SKU14867,排骨,肉禽蛋品,5,2026-09-19,50.97
102060,SKU50337,胡萝卜,生鲜蔬果,4,2026-09-19,26.88
102060,SKU67290,土豆,生鲜蔬果,5,2026-09-19,21.63
102060,SKU95128,黄油,烘焙用品,3,2026-09-19,59.91
102061,SKU31593,蛋糕粉,烘焙用品,3,2026-09-02,40.52
102061,SKU76845,料酒,粮油调味,3,2026-09-02,30.94
102061,SKU78678,黄油,烘焙用品,1,2026-09-02,40.31
102062,SKU63342,西红柿,生鲜蔬果,5,2026-04-08,51.56
102062,SKU97974,鸡蛋,肉禽蛋品,4,2026-04-08,57.08
102062,SKU15325,黄瓜,生鲜蔬果,5,2026-04-08,5.71
102062,SKU37750,酱油,粮油调味,1,2026-04-08,23.01
102062,SKU81928,方便面,食品饮料,5,2026-04-08,72.85
102062,SKU82107,饼干,食品饮料,1,2026-04-08,24.04
102063,SKU67347,面粉,粮油调味,5,2026-09-26,31.99
102063,SKU75793,洗衣液,日化清洁,1,2026-09-26,46.48
102063,SKU75249,鸡蛋,肉禽蛋品,4,2026-09-26,19.23
102063,SKU75678,矿泉水,食品饮料,1,2026-09-26,76.34
102063,SKU63252,黄瓜,生鲜蔬果,1,2026-09-26,71.34
102064,SKU24232,牛奶,食品饮料,3,2026-09-18,32.24
102064,SKU57819,面包,食品饮料,2,2026-09-18,45.31
102064,SKU43080,蔬菜拼盘,火锅食材,1,2026-09-18,10.79
102065,SKU38709,带鱼,肉禽蛋品,2,2026-06-09,69.69
102065,SKU67851,肥皂,日化清洁,4,2026-06-09,11.32
102065,SKU69300,糖粉,烘焙用品,4,2026-06-09,48.7
102065,SKU31207,辣椒酱,粮油调味,4,2026-06-09,16.26
102065,SKU75296,鸭蛋,肉禽蛋品,5,2026-06-09,30.31
102066,SKU40348,牛奶,食品饮料,1,2026-05-16,38.9
102066,SKU54151,面包,食品饮料,2,2026-05-16,9.9
102066,SKU65614,葡萄,生鲜蔬果,4,2026-05-16,10.24
102066,SKU32608,毛肚,火锅食材,1,2026-05-16,71.82
102066,SKU20811,香草精,烘焙用品,4,2026-05-16,75.21
102067,SKU44405,香草精,烘焙用品,1,2026-05-27,68.31
102067,SKU66379,牛肉,肉禽蛋品,1,2026-05-27,31.49
102067,SKU55220,酵母,烘焙用品,3,2026-05-27,24.86
102067,SKU28800,牙膏,日化清洁,5,2026-05-27,59.97
102068,SKU43330,面包,食品饮料,4,2026-07-24,45.94
102068,SKU66173,牛肉,肉禽蛋品,5,2026-07-24,41.96
102068,SKU34818,鸭蛋,肉禽蛋品,2,2026-07-24,4.61
102068,SKU68227,蚝油,粮油调味,5,2026-07-24,65.21
102069,SKU10318,大米,粮油调味,4,2026-04-20,54.6
102069,SKU98588,食用油,粮油调味,4,2026-04-20,24.66
102069,SKU44279,酱油,粮油调味,1,2026-04-20,26.95
102069,SKU32329,面粉,粮油调味,3,2026-04-20,3.26
102069,SKU34947,巧克力,食品饮料,4,2026-04-20,56.42
102070,SKU28792,大米,粮油调味,1,2026-06-07,45.89
102070,SKU21571,食用油,粮油调味,4,2026-06-07,58.43
102070,SKU26106,酱油,粮油调味,2,2026-06-07,44.07
102070,SKU11165,洗发水,日化清洁,3,2026-06-07,29.54
102070,SKU45804,拖把,日化清洁,5,2026-06-07,54.36
102071,SKU80931,虾仁,肉禽蛋品,3,2026-03-28,33.95
102071,SKU76919,丸子,火锅食材,5,2026-03-28,52.17
102071,SKU78890,洗发水,日化清洁,3,2026-03-28,52.84
102071,SKU67488,西红柿,生鲜蔬果,2,2026-03-28,56.68
102072,SKU97026,可乐,食品饮料,3,2026-03-16,5.51
102072,SKU37773,薯片,食品饮料,2,2026-03-16,53.56
102072,SKU23804,饼干,食品饮料,4,2026-03-16,43.77
102072,SKU71585,白糖,粮油调味,2,2026-03-16,14.66
102073,SKU66301,蛋糕粉,烘焙用品,4,2026-03-15,73.52
102073,SKU90531,黄油,烘焙用品,4,2026-03-15,25.44
102073,SKU76676,淡奶油,烘焙用品,3,2026-03-15,73.19
102073,SKU48390,鸡蛋,肉禽蛋品,1,2026-03-15,47.71
102073,SKU68503,鸡翅,肉禽蛋品,4,2026-03-15,44.38
102073,SKU86489,香草精,烘焙用品,4,2026-03-15,60.95
102074,SKU93519,苹果,生鲜蔬果,4,2026-03-19,40.65
102074,SKU62859,香蕉,生鲜蔬果,4,2026-03-19,15.09
102074,SKU89106,橙子,生鲜蔬果,4,2026-03-19,41.86
102074,SKU53297,醋,粮油调味,1,2026-03-19,73.06
102074,SKU65403,胡萝卜,生鲜蔬果,2,2026-03-19,34.13
102074,SKU37425,盐,粮油调味,4,2026-03-19,52.75
102075,SKU88233,可乐,食品饮料,1,2026-03-02,40.24
102075,SKU49637,薯片,食品饮料,1,2026-03-02,29.3
102075,SKU82689,饼干,食品饮料,1,2026-03-02,73.47
102075,SKU36175,白糖,粮油调味,5,2026-03-02,20.06
102076,SKU11485,火锅底料,火锅食材,4,2026-02-21,24.53
102076,SKU27717,丸子,火锅食材,2,2026-02-21,22.21
102076,SKU25628,肥牛卷,火锅食材,5,2026-02-21,7.49
102076,SKU79272,土豆,生鲜蔬果,5,2026-02-21,20.1
102076,SKU57889,鸡蛋,肉禽蛋品,5,2026-02-21,52.62
102076,SKU56348,蛋糕粉,烘焙用品,2,2026-02-21,8.54
102077,SKU44090,丸子,火锅食材,3,2026-05-25,40.32
102077,SKU85995,蔬菜拼盘,火锅食材,1,2026-05-25,69.24
102077,SKU59490,鸡肉,肉禽蛋品,1,2026-05-25,4.65
102078,SKU14964,牛奶,食品饮料,1,2026-07-01,25.31
102078,SKU95592,消毒液,日化清洁,2,2026-07-01,34.6
102078,SKU50755,纸巾,日化清洁,2,2026-07-01,65.35
102079,SKU29191,虾仁,肉禽蛋品,5,2026-08-18,79.47
102079,SKU23015,洗发水,日化清洁,4,2026-08-18,77.05
102079,SKU64501,鸡蛋,肉禽蛋品,2,2026-08-18,28.98
102080,SKU90419,西红柿,生鲜蔬果,3,2026-03-03,69.72
102080,SKU95407,鸡蛋,肉禽蛋品,5,2026-03-03,41.22
102080,SKU90626,黄瓜,生鲜蔬果,1,2026-03-03,33.39
102080,SKU83968,胡萝卜,生鲜蔬果,5,2026-03-03,7.95
102081,SKU38104,可乐,食品饮料,1,2026-08-21,78.51
102081,SKU61292,薯片,食品饮料,4,2026-08-21,45.53
102081,SKU98292,饼干,食品饮料,5,2026-08-21,74.61
102081,SKU15501,蛋糕粉,烘焙用品,2,2026-08-21,11.76
102081,SKU71740,酵母,烘焙用品,4,2026-08-21,76.44
102081,SKU99902,肥皂,日化清洁,2,2026-08-21,7.15
102082,SKU30323,土豆,生鲜蔬果,5,2026-08-03,71.81
102082,SKU54733,醋,粮油调味,1,2026-08-03,73.33
102082,SKU15185,黄瓜,生鲜蔬果,4,2026-08-03,16.64
102083,SKU80026,羊肉卷,火锅食材,4,2026-08-01,51.03
102083,SKU18272,可乐,食品饮料,5,2026-08-01,50.44
102083,SKU39938,鸭血,火锅食材,2,2026-08-01,15.95
102083,SKU53276,洗洁精,日化清洁,5,2026-08-01,12.02
102084,SKU52988,食用油,粮油调味,2,2026-03-05,77.23
102084,SKU48891,三文鱼,肉禽蛋品,3,2026-03-05,5.86
102084,SKU98600,模具,烘焙用品,5,2026-03-05,54.65
102085,SKU62667,肥牛卷,火锅食材,1,2026-04-18,41.95
102085,SKU45162,肥皂,日化清洁,3,2026-04-18,30.8
102085,SKU17527,果汁,食品饮料,4,2026-04-18,45.05
102085,SKU85233,牛奶,食品饮料,4,2026-04-18,65.68
102086,SKU57117,料酒,粮油调味,4,2026-03-24,67.85
102086,SKU46718,黄油,烘焙用品,3,2026-03-24,52.92
102086,SKU80734,淡奶油,烘焙用品,3,2026-03-24,44.9
102086,SKU11784,粉丝,火锅食材,4,2026-03-24,30.79
102086,SKU14108,牛奶,食品饮料,4,2026-03-24,60.57
102087,SKU57522,排骨,肉禽蛋品,1,2026-01-24,64.11
102087,SKU10309,胡萝卜,生鲜蔬果,5,2026-01-24,57.41
102087,SKU40995,土豆,生鲜蔬果,3,2026-01-24,17.86
102087,SKU59120,鸡肉,肉禽蛋品,1,2026-01-24,65.08
102088,SKU14062,鸭蛋,肉禽蛋品,1,2026-07-19,27.05
102088,SKU98759,橙子,生鲜蔬果,1,2026-07-19,71.27
102089,SKU84323,牛奶,食品饮料,4,2026-04-07,7.2
102089,SKU60821,面包,食品饮料,2,2026-04-07,8.95
102089,SKU60636,面粉,粮油调味,3,2026-04-07,13.04
102089,SKU39716,食用油,粮油调味,4,2026-04-07,67.52
102090,SKU18363,西红柿,生鲜蔬果,2,2026-04-04,11.12
102090,SKU68835,鸡蛋,肉禽蛋品,4,2026-04-04,9.6
102090,SKU86294,黄瓜,生鲜蔬果,1,2026-04-04,49.36
102090,SKU42774,带鱼,肉禽蛋品,3,2026-04-04,27.37
102091,SKU40507,垃圾袋,日化清洁,4,2026-01-11,62.39
102091,SKU64682,白菜,生鲜蔬果,3,2026-01-11,15.11
102091,SKU58376,胡萝卜,生鲜蔬果,2,2026-01-11,31.09
102091,SKU66649,黄瓜,生鲜蔬果,1,2026-01-11,39.33
102091,SKU44568,西红柿,生鲜蔬果,2,2026-01-11,30.84
102091,SKU13687,牙膏,日化清洁,1,2026-01-11,21.47
102092,SKU52799,洗发水,日化清洁,1,2026-03-23,33.56
102092,SKU48646,沐浴露,日化清洁,4,2026-03-23,4.67
102092,SKU35332,牙膏,日化清洁,5,2026-03-23,15.91
102092,SKU67711,丸子,火锅食材,3,2026-03-23,71.04
102092,SKU97070,鸡肉,肉禽蛋品,4,2026-03-23,25.14
102093,SKU26843,排骨,肉禽蛋品,3,2026-05-19,17.76
102093,SKU91794,胡萝卜,生鲜蔬果,4,2026-05-19,69.51
102093,SKU74644,土豆,生鲜蔬果,5,2026-05-19,68.22
102093,SKU25993,羊肉卷,火锅食材,3,2026-05-19,15.57
102094,SKU24853,豆腐,火锅食材,1,2026-06-17,27.43
102094,SKU31296,鸭蛋,肉禽蛋品,1,2026-06-17,8.14
102094,SKU48372,黄油,烘焙用品,3,2026-06-17,11.93
102094,SKU57744,酸奶,食品饮料,5,2026-06-17,27.01
102094,SKU67619,鸡肉,肉禽蛋品,3,2026-06-17,77.39
102094,SKU98184,丸子,火锅食材,2,2026-06-17,8.73
102095,SKU52097,排骨,肉禽蛋品,4,2026-04-15,33.98
102095,SKU51612,胡萝卜,生鲜蔬果,3,2026-04-15,72.66
102095,SKU72336,土豆,生鲜蔬果,1,2026-04-15,44.79
102095,SKU10975,方便面,食品饮料,1,2026-04-15,17.79
102095,SKU21896,牛肉,肉禽蛋品,1,2026-04-15,53.01
102095,SKU21709,西红柿,生鲜蔬果,4,2026-04-15,34.06
102096,SKU79764,洗衣液,日化清洁,2,2026-08-01,37.8
102096,SKU97119,纸巾,日化清洁,2,2026-08-01,69.0
102096,SKU95193,垃圾袋,日化清洁,5,2026-08-01,51.62
102096,SKU13881,苹果,生鲜蔬果,1,2026-08-01,38.04
102096,SKU71620,鸭蛋,肉禽蛋品,2,2026-08-01,77.29
102096,SKU65298,鸡蛋,肉禽蛋品,5,2026-08-01,32.31
102097,SKU62272,苹果,生鲜蔬果,3,2026-05-01,68.9
102097,SKU67368,香蕉,生鲜蔬果,1,2026-05-01,57.64
102097,SKU29471,橙子,生鲜蔬果,5,2026-05-01,66.13
102097,SKU65200,洗衣液,日化清洁,3,2026-05-01,8.78
102098,SKU72000,蛋糕粉,烘焙用品,3,2026-05-07,70.65
102098,SKU96360,黄油,烘焙用品,3,2026-05-07,70.58
102098,SKU28939,淡奶油,烘焙用品,4,2026-05-07,75.58
102098,SKU79228,鸡蛋,肉禽蛋品,3,2026-05-07,73.04
102098,SKU18185,生菜,生鲜蔬果,2,2026-05-07,12.77
102098,SKU48515,排骨,肉禽蛋品,4,2026-05-07,71.88
102099,SKU77963,火锅底料,火锅食材,4,2026-03-24,7.22
102099,SKU22818,丸子,火锅食材,5,2026-03-24,65.29
102099,SKU41203,肥牛卷,火锅食材,3,2026-03-24,50.23
102099,SKU65387,鸭血,火锅食材,3,2026-03-24,73.79
102099,SKU18471,方便面,食品饮料,4,2026-03-24,27.53
102100,SKU51218,醋,粮油调味,3,2026-08-10,47.7
102100,SKU52412,辣椒酱,粮油调味,1,2026-08-10,36.12
102100,SKU37943,鸡肉,肉禽蛋品,3,2026-08-10,10.96
102100,SKU95624,芝士碎,烘焙用品,4,2026-08-10,78.49
102101,SKU99645,蛋挞皮,烘焙用品,4,2026-02-08,44.84
102101,SKU80192,牛奶,食品饮料,1,2026-02-08,52.2
102101,SKU99718,鸡蛋,肉禽蛋品,4,2026-02-08,47.4
102101,SKU59249,黄瓜,生鲜蔬果,3,2026-02-08,37.87
102102,SKU75314,辣椒酱,粮油调味,3,2026-01-04,40.61
102102,SKU39215,黄瓜,生鲜蔬果,2,2026-01-04,21.34
102102,SKU95593,薯片,食品饮料,3,2026-01-04,78.9
102102,SKU66625,鸡蛋,肉禽蛋品,5,2026-01-04,39.1
102102,SKU22291,洗洁精,日化清洁,5,2026-01-04,39.79
102102,SKU57218,豆腐,火锅食材,4,2026-01-04,41.65
102103,SKU10537,胡萝卜,生鲜蔬果,1,2026-03-27,22.57
102103,SKU12430,丸子,火锅食材,5,2026-03-27,19.5
102103,SKU25148,洗衣液,日化清洁,1,2026-03-27,73.22
102104,SKU96140,香草精,烘焙用品,3,2026-09-11,58.77
102104,SKU55888,饼干,食品饮料,3,2026-09-11,5.5
102104,SKU30075,土豆,生鲜蔬果,4,2026-09-11,73.97
102104,SKU44983,纸巾,日化清洁,5,2026-09-11,8.19
102104,SKU61192,面粉,粮油调味,4,2026-09-11,59.2
102104,SKU61999,豆腐,火锅食材,4,2026-09-11,41.91
102105,SKU45311,食用油,粮油调味,5,2026-04-24,29.67
102105,SKU93395,可乐,食品饮料,1,2026-04-24,65.56
102105,SKU73958,胡萝卜,生鲜蔬果,4,2026-04-24,16.67
102105,SKU90139,蛋挞皮,烘焙用品,5,2026-04-24,52.75
102105,SKU79827,鸡肉,肉禽蛋品,1,2026-04-24,42.31
102105,SKU36395,牛肉,肉禽蛋品,1,2026-04-24,33.32
102106,SKU30996,火锅底料,火锅食材,5,2026-02-25,14.44
102106,SKU20657,丸子,火锅食材,2,2026-02-25,21.59
102106,SKU73706,肥牛卷,火锅食材,2,2026-02-25,28.36
102106,SKU10302,牙膏,日化清洁,4,2026-02-25,13.55
102106,SKU55093,三文鱼,肉禽蛋品,2,2026-02-25,42.97
102107,SKU74823,鸭蛋,肉禽蛋品,2,2026-07-04,41.25
102107,SKU51359,方便面,食品饮料,2,2026-07-04,14.09
102107,SKU74235,牛肉,肉禽蛋品,4,2026-07-04,20.9
102107,SKU23268,醋,粮油调味,3,2026-07-04,16.85
102107,SKU11555,薯片,食品饮料,3,2026-07-04,58.63
102108,SKU95129,苹果,生鲜蔬果,3,2026-05-06,11.62
102108,SKU90951,香蕉,生鲜蔬果,5,2026-05-06,38.06
102108,SKU54876,橙子,生鲜蔬果,5,2026-05-06,25.14
102108,SKU96836,丸子,火锅食材,1,2026-05-06,78.27
102109,SKU99636,大米,粮油调味,5,2026-06-19,31.04
102109,SKU89664,食用油,粮油调味,5,2026-06-19,40.86
102109,SKU48716,酱油,粮油调味,5,2026-06-19,20.23
102109,SKU70336,西红柿,生鲜蔬果,2,2026-06-19,40.62
102110,SKU21149,洗发水,日化清洁,2,2026-06-15,47.89
102110,SKU23366,沐浴露,日化清洁,2,2026-06-15,27.69
102110,SKU37194,牙膏,日化清洁,1,2026-06-15,21.43
102110,SKU72314,鸡肉,肉禽蛋品,1,2026-06-15,11.23
102110,SKU98656,蛋挞皮,烘焙用品,3,2026-06-15,17.45
102110,SKU44096,胡萝卜,生鲜蔬果,1,2026-06-15,16.72
102111,SKU26528,洗发水,日化清洁,2,2026-07-19,13.74
102111,SKU32298,沐浴露,日化清洁,2,2026-07-19,20.57
102111,SKU42672,牙膏,日化清洁,1,2026-07-19,45.94
102111,SKU72195,鸡蛋,肉禽蛋品,5,2026-07-19,60.95
102111,SKU85434,面粉,粮油调味,1,2026-07-19,75.47
102112,SKU56302,酸奶,食品饮料,1,2026-05-07,78.77
102112,SKU78049,丸子,火锅食材,5,2026-05-07,70.6
102113,SKU82599,蚝油,粮油调味,4,2026-04-16,65.81
102113,SKU95131,鸭蛋,肉禽蛋品,2,2026-04-16,13.82
102114,SKU91866,苹果,生鲜蔬果,1,2026-01-17,31.67
102114,SKU68869,香蕉,生鲜蔬果,2,2026-01-17,8.74
102114,SKU88455,橙子,生鲜蔬果,5,2026-01-17,26.22
102114,SKU42289,香草精,烘焙用品,5,2026-01-17,46.05
102115,SKU37376,西红柿,生鲜蔬果,1,2026-09-01,10.37
102115,SKU42795,鸡蛋,肉禽蛋品,4,2026-09-01,7.71
102115,SKU32157,黄瓜,生鲜蔬果,5,2026-09-01,23.53
102115,SKU51046,糖粉,烘焙用品,3,2026-09-01,67.86
102115,SKU73999,辣椒酱,粮油调味,3,2026-09-01,5.4
102115,SKU40492,蔬菜拼盘,火锅食材,1,2026-09-01,4.19
102116,SKU82798,粉丝,火锅食材,5,2026-06-11,5.11
102116,SKU40453,鸡翅,肉禽蛋品,2,2026-06-11,46.48
102116,SKU17596,白糖,粮油调味,5,2026-06-11,79.42
102116,SKU80115,方便面,食品饮料,2,2026-06-11,59.15
102116,SKU87536,鸡肉,肉禽蛋品,3,2026-06-11,40.9
102116,SKU54644,排骨,肉禽蛋品,5,2026-06-11,61.81
102117,SKU23148,油纸,烘焙用品,4,2026-09-16,62.3
102117,SKU40783,生菜,生鲜蔬果,3,2026-09-16,71.09
102117,SKU68490,肥皂,日化清洁,2,2026-09-16,60.25
102118,SKU19055,葡萄,生鲜蔬果,1,2026-01-13,47.13
102118,SKU23677,黄油,烘焙用品,4,2026-01-13,56.67
102118,SKU38864,料酒,粮油调味,5,2026-01-13,28.59
102118,SKU74235,辣椒酱,粮油调味,1,2026-01-13,48.81
102118,SKU34944,牛肉,肉禽蛋品,2,2026-01-13,58.93
102119,SKU38168,排骨,肉禽蛋品,1,2026-05-22,62.59
102119,SKU95476,胡萝卜,生鲜蔬果,4,2026-05-22,47.06
102119,SKU22782,土豆,生鲜蔬果,2,2026-05-22,5.12
102119,SKU16664,油纸,烘焙用品,5,2026-05-22,47.71
102120,SKU61269,粉丝,火锅食材,2,2026-01-10,65.1
102120,SKU68820,鸡翅,肉禽蛋品,2,2026-01-10,66.77
102120,SKU66570,香蕉,生鲜蔬果,3,2026-01-10,12.78
102120,SKU72676,丸子,火锅食材,5,2026-01-10,23.79
102121,SKU85436,大米,粮油调味,3,2026-04-05,67.25
102121,SKU38684,食用油,粮油调味,5,2026-04-05,4.85
102121,SKU67823,酱油,粮油调味,4,2026-04-05,65.14
102121,SKU26958,蛋挞皮,烘焙用品,5,2026-04-05,51.95
102122,SKU89343,苹果,生鲜蔬果,5,2026-01-27,65.58
102122,SKU51127,沐浴露,日化清洁,1,2026-01-27,68.23
102122,SKU80400,丸子,火锅食材,3,2026-01-27,3.86
102123,SKU68549,蔬菜拼盘,火锅食材,3,2026-02-19,76.26
102123,SKU68623,方便面,食品饮料,5,2026-02-19,63.04
102123,SKU34307,薯片,食品饮料,3,2026-02-19,25.67
102123,SKU44118,洗洁精,日化清洁,1,2026-02-19,77.67
102123,SKU93341,芝士碎,烘焙用品,1,2026-02-19,74.34
102124,SKU32844,洗洁精,日化清洁,1,2026-06-03,46.43
102124,SKU61584,酵母,烘焙用品,1,2026-06-03,12.01
102124,SKU88829,丸子,火锅食材,4,2026-06-03,64.51
102124,SKU14644,薯片,食品饮料,5,2026-06-03,55.33
102125,SKU80627,西红柿,生鲜蔬果,3,2026-01-03,59.8
102125,SKU72751,鸡蛋,肉禽蛋品,1,2026-01-03,32.85
102125,SKU43402,黄瓜,生鲜蔬果,1,2026-01-03,46.96
102125,SKU57100,猪肉,肉禽蛋品,3,2026-01-03,76.41
102125,SKU10728,矿泉水,食品饮料,3,2026-01-03,42.97
102125,SKU48508,苹果,生鲜蔬果,1,2026-01-03,4.04
102126,SKU79261,可乐,食品饮料,5,2026-01-01,38.57
102126,SKU80187,薯片,食品饮料,2,2026-01-01,25.77
102126,SKU57353,饼干,食品饮料,4,2026-01-01,30.03
102126,SKU82298,纸巾,日化清洁,4,2026-01-01,4.46
102126,SKU46965,面包,食品饮料,5,2026-01-01,49.59
102127,SKU71671,排骨,肉禽蛋品,2,2026-07-14,43.84
102127,SKU20370,胡萝卜,生鲜蔬果,5,2026-07-14,28.52
102127,SKU24693,土豆,生鲜蔬果,1,2026-07-14,79.06
102127,SKU23994,葡萄,生鲜蔬果,2,2026-07-14,54.4
